Genome_id	Length	Taxid	Species
GCA_000832985.1	5746640	1404	Bacillus megaterium
GCA_000833025.1	4064534	480520	Myroides profundi
GCA_000833105.2	6485394	1520	Clostridium beijerinckii
GCA_000833575.1	2830519	161899	Corynebacterium singulare
GCA_000834015.1	3263251	1602169	Prevotella sp. P4-76
GCA_000834055.1	3669365	55969	Leucobacter komagatae
GCA_000835165.1	2729219	349751	Corynebacterium marinum
GCA_000855665.1	2864292	1199154	Lysobacter sp. A03
GCA_000875755.1	895051	51365	Mycoplasma yeatsii
GCA_000875895.1	3171720	1293	Staphylococcus gallinarum
GCA_000875945.1	3201622	1392836	Lachnospiraceae bacterium TWA4
GCA_000876205.1	1904253	1335616	Lactobacillus wasatchensis
GCA_000876225.1	7626891	47853	Micromonospora carbonacea
GCA_000877395.1	4098947	935700	Jannaschia aquimarina
GCA_000931935.2	5934994	1429043	Dethiosulfatarculus sandiegensis
GCA_000934435.1	8560182	1594576	Mastigocladus laminosus UU774
GCA_000934465.1	2381859	569857	Staphylococcus microti
GCA_000934685.1	3819763	1249999	Lacinutrix sp. Hel_I_90
GCA_000934705.1	3998985	1305731	Marinobacter excellens HL-55
GCA_000934725.1	4902375	1495050	Methylococcaceae bacterium 73a
GCA_000934745.1	4634603	617001	Desulfonatronum thioautotrophicum
GCA_000934755.1	4809662	698827	Desulfonatronovibrio magnus
GCA_000934765.1	3102228	406020	Thioalkalimicrobium microaerophilum
GCA_000934845.1	3899987	285983	Bacillus subterraneus
GCA_000935025.1	5228389	1609977	Sphingomonas hengshuiensis
GCA_000935065.1	3247305	877500	Arcobacter anaerophilus
GCA_000935125.1	8651730	1240678	Streptomyces natalensis ATCC 27448
GCA_000935165.2	3764434	225991	Comamonas aquatica
GCA_000935205.1	6123958	1076	Rhodopseudomonas palustris
GCA_000936425.1	8525315	1385368	Skermanella aerolata KACC 11604
GCA_000938265.1	3920719	110935	Agreia bicolorata
GCA_000938285.1	8426077	1619231	Bradyrhizobium sp. LTSP857
GCA_000938305.1	7851216	1619232	Bradyrhizobium sp. LTSP885
GCA_000938975.1	12130542	576784	Streptomyces iranensis
GCA_000939975.1	3344211	1461581	Pseudomonas saudimassiliensis
GCA_000940805.1	6475959	1445505	Gynuella sunshinyii
GCA_000940845.1	2649166	1744	Propionibacterium freudenreichii
GCA_000940995.1	5909413	1295392	Photobacterium gaetbulicola
GCA_000941055.1	3303986	762954	Siansivirga zeaxanthinifaciens
GCA_000941075.1	1084449	86660	Mycoplasma dispar
GCA_000942395.1	3421198	1329796	Risungbinella massiliensis
GCA_000943555.1	4020819	1382798	Tamlana nanhaiensis
GCA_000946815.1	3166921	499207	Syntrophaceticus schinkii
GCA_000947195.1	5005849	38313	Shewanella algae
GCA_000948175.1	6701689	279215	Bacillus alveayuensis
GCA_000948975.1	7420857	485447	Thalassomonas actiniarum
GCA_000949295.1	4019867	1280514	Acidithrix ferrooxidans
GCA_000949425.1	5787303	1566358	Paenibacillus sp. IHBB 10380
GCA_000949635.1	4077002	1197129	Candidatus Brocadia sinica JPN1
GCA_000949895.1	6298483	1585697	Agrobacterium arsenijevicii
GCA_000950095.1	4709666	318456	Photobacterium kishitanii
GCA_000950415.1	4607317	553611	Photobacterium leiognathi
GCA_000950575.1	3599434	1618207	Arthrobacter sp. IHBB 11108
GCA_000951135.1	4652098	1513468	Rouxiella chamberiensis
GCA_000952155.1	5265703	1618023	Aliterella atlantica CENA595
GCA_000952975.1	1601846	1912856	Peptoniphilus sp. ING2-D1G
GCA_000953015.1	1754988	1581680	Candidatus Methylopumilus turicensis
GCA_000953135.1	4434890	96230	Legionella fallonii
GCA_000953195.1	1587120	35623	Acholeplasma oculi
GCA_000953215.1	2229578	29343	[Clostridium] cellulosi
GCA_000953275.1	4293049	1496	Clostridioides difficile
GCA_000953435.1	357498	1495769	Candidatus Evansia muelleri
GCA_000953475.1	2476671	591154	Methylacidiphilum fumariolicum
GCA_000953535.1	2808926	1562970	Fermentimonas caenicola
GCA_000953635.1	3310028	451	Tatlockia micdadei
GCA_000953655.1	3570857	449	Legionella hackeliae
GCA_000953695.1	4635126	80852	Aliivibrio wodanis
GCA_000953735.1	5093989	80854	Moritella viscosa
GCA_000953875.1	4669233	105219	Ralstonia mannitolilytica
GCA_000954135.2	5072301	105219	Ralstonia mannitolilytica
GCA_000955735.1	2514985	1387569	Thermoanaerobacter cellulolyticus NA10
GCA_000955745.1	2488483	1387555	Caldicellulosiruptor sp. Rt8.B8
GCA_000955975.1	7875033	1427391	Saccharothrix sp. ST-888
GCA_000956415.1	3558318	104336	Microbacterium foliorum
GCA_000956465.1	4524280	69370	Microbacterium trichothecenolyticum
GCA_000956475.1	3953585	273678	Microbacterium hydrocarbonoxydans
GCA_000956505.1	4243179	582680	Microbacterium azadirachtae
GCA_000956525.1	3807768	82380	Microbacterium oxydans
GCA_000956535.1	3047473	400772	Microbacterium ginsengisoli
GCA_000956575.1	3922504	92835	Microbacterium ketosireducens
GCA_000959245.1	7189071	101571	Burkholderia ubonensis
GCA_000959725.1	8899459	28095	Burkholderia gladioli
GCA_000960475.2	5761811	1844	Nocardioides luteus
GCA_000960765.1	5311733	1617025	Desulfosporosinus sp. I2
GCA_000960975.1	4817335	1486262	Martelella endophytica
GCA_000961095.1	5749967	1126833	Paenibacillus beijingensis
GCA_000961955.2	5043991	1571877	Hymenobacter sp. AT01-02
GCA_000962825.1	10320296	113571	Actinoplanes rectilineatus
GCA_000963695.1	4583097	1632867	Methylococcaceae bacterium Sn10-6
GCA_000963705.1	3832037	552518	Elstera litoralis
GCA_000963865.1	3274259	516051	Muricauda lutaonensis
GCA_000963885.1	3506749	1231623	Tanticharoenia sakaeratensis NBRC 103193
GCA_000963905.1	3553185	887700	Acetobacter aceti NBRC 14818
GCA_000963925.1	3105087	1231339	Acetobacter cibinongensis 4H-1
GCA_000963945.1	3416768	1231340	Acetobacter indonesiensis 5H-1
GCA_000963965.1	2910689	1231341	Acetobacter orientalis 21F-2
GCA_000964005.1	4744957	1603258	Williamsia herbipolensis
GCA_000964085.1	4548902	345309	Luteibacter yeojuensis
GCA_000964245.1	4404964	1286364	Teredinibacter sp. 1162T.S.0a.05
GCA_000964305.1	6594919	1286822	Streptomyces sp. WMMB 714
GCA_000964385.1	3984732	1120923	Acidocella aminolytica 101 = DSM 11237
GCA_000964565.1	3699725	29486	Yersinia ruckeri
GCA_000964595.1	1092196	1359168	Orientia chuto str. Fuller
GCA_000964795.1	1268660	1359163	Candidatus Neoehrlichia lotoris str. RAC413
GCA_000964995.1	1438374	1359166	Rickettsia amblyommatis str. Darkwater
GCA_000966245.1	4921245	1304902	Alteromonadaceae bacterium Bs12
GCA_000967195.1	2118378	1218493	Lactobacillus kullabergensis
GCA_000967245.1	1810599	1218508	Lactobacillus mellis
GCA_000967305.2	4248684	511	Alcaligenes faecalis
GCA_000967425.1	4577425	1125847	Rhizobium sp. NT-26
GCA_000967645.1	5213994	579478	Halomonas sp. S2151
GCA_000967725.1	3557636	579483	Loktanella sp. S4079
GCA_000967805.1	3971755	1603293	Flavobacterium sp. 316
GCA_000967825.1	4131609	1192054	Paracoccus sp. 228
GCA_000967895.1	4406383	188908	Oleispira antarctica
GCA_000967915.1	1877792	61635	Acholeplasma brassicae
GCA_000968055.1	1554229	38986	Acholeplasma palmae
GCA_000968135.1	4052370	1288970	Magnetospira sp. QH-2
GCA_000968175.1	3659523	40577	Xenorhabdus poinarii
GCA_000968195.1	4203651	351671	Xenorhabdus doucetiae
GCA_000968255.1	10468295	227882	Streptomyces avermitilis MA-4680 = NBRC 14893
GCA_000968535.1	4796711	271065	Methylomicrobium alcaliphilum
GCA_000969415.1	4465063	443610	Devosia geojensis
GCA_000969445.1	3497719	429727	Devosia chinhatensis
GCA_000969605.1	6319576	391953	Aquincola tertiaricarbonis
GCA_000969625.1	634182	1264554	Mycoplasma meleagridis ATCC 25294
GCA_000969645.2	4726850	1236179	Janthinobacterium sp. B9-8
GCA_000969705.1	5558097	1069448	Nitriliruptor alkaliphilus DSM 45188
GCA_000969765.1	846495	2109	Mycoplasma synoviae
GCA_000969835.1	6486757	927665	Parabacteroides goldsteinii DSM 19448 = WAL 12034
GCA_000970345.1	6203810	28092	Paraburkholderia andropogonis
GCA_000970455.1	4136371	361041	Devosia soli
GCA_000970465.2	5750119	1116389	Devosia insulae DS-56
GCA_000970675.1	3392047	1587527	Domibacillus tundrae
GCA_000970685.1	3604247	1437523	Domibacillus indicus
GCA_000970735.1	1717379	303541	Lactobacillus apis
GCA_000970795.1	1815047	1218492	Lactobacillus mellifer
GCA_000970885.2	4441410	342002	Mycobacterium arupense
GCA_000971055.1	4631488	133190	Sphingomonas sp. SRS2
GCA_000971275.1	4519556	728005	Devosia psychrophila
GCA_000971295.1	3859784	1293439	Devosia epidermidihirudinis
GCA_000971975.1	7495641	684063	Paenibacillus algorifonticola
GCA_000972245.3	5313985	135735	Bacillus endophyticus
GCA_000972495.1	6356977	1629124	Hymenobacter terrenus
GCA_000972575.1	2826849	74704	Staphylococcus cohnii subsp. cohnii
GCA_000972765.1	4001000	1637999	Verrucomicrobia bacterium IMCC26134
GCA_000972865.1	3891720	314722	Pseudoxanthomonas suwonensis
GCA_000972925.1	4517831	1545691	Mycobacterium sp. UM_Kg1
GCA_000973085.1	1330224	187101	Sneathia amnii
GCA_000973105.1	5521712	63186	Zobellia galactanivorans
GCA_000973505.1	749321	1505596	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri
GCA_000973545.1	773940	1505597	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus
GCA_000973625.1	2026292	1835254	Polynucleobacter duraquae
GCA_000973725.1	5462537	400092	Pontibacter korlensis
GCA_000974425.1	7029352	1379870	Spirosoma radiotolerans
GCA_000974765.1	3217375	1219043	Sphingomonas changbaiensis NBRC 104936
GCA_000974785.1	5693518	1220578	Flavihumibacter petaseus NBRC 106054
GCA_000975265.1	3215823	480418	Mycobacterium lepromatosis
GCA_000980815.1	2451810	161896	Corynebacterium camporealensis
GCA_000980835.1	2354065	35755	Corynebacterium kutscheri
GCA_000980875.1	3536703	1642040	Leucobacter sp. Ag1
GCA_000980895.1	3933945	1642949	Sphingomonas sp. Ag1
GCA_000981035.1	3203641	270498	Catabacter hongkongensis
GCA_000981225.1	5892467	1352348	Allosalinactinospora lopnorensis
GCA_000981505.1	1356428	1581557	Candidatus Methylopumilus planktonicus
GCA_000981525.1	2503066	1364	Lactococcus piscium
GCA_000981545.1	3969942	1608628	Candidatus Filomicrobium marinum
GCA_000981765.1	2495242	914150	Kangiella geojedonensis
GCA_000982715.1	5922748	191292	Rhodococcus aetherivorans
GCA_000982825.1	4663565	28141	Cronobacter sakazakii
GCA_000983115.1	2944717	690567	Syntrophomonas zehnderi OL-4
GCA_000986785.1	5182058	1408103	Bacillus campisalis
GCA_000987835.1	2217891	206403	Sulfurovum lithotrophicum
GCA_000993785.2	5961401	408015	Streptomyces xiamenensis
GCA_001005085.2	10014215	1428620	Streptomyces humi
GCA_001005145.1	7567836	419479	Jiangella alkaliphila
GCA_001005175.1	5187616	81858	Mycobacterium elephantis
GCA_001005215.1	3158922	1610491	Lampropedia cohaerens
GCA_001005305.1	4031603	1620405	Kordia zhangzhouensis
GCA_001005315.1	5356465	1348245	Kordia jejudonensis
GCA_001005825.1	5880273	1120688	Rhizobium sp. LC145
GCA_001005905.1	2778379	407035	Salinicoccus halodurans
GCA_001006305.1	6459122	1577686	Silvibacterium bohemicum
GCA_001006805.1	9172134	1033741	Microvirga massiliensis
GCA_001007875.1	3962284	1543721	Sedimenticola thiotaurini
GCA_001007935.1	4067838	44574	Nitrosomonas communis
GCA_001007995.1	3236984	1309411	Deinococcus soli Cha et al. 2016
GCA_001008165.2	3475106	1267766	Altererythrobacter atlanticus
GCA_001010285.1	5147098	574560	Photorhabdus temperata
GCA_001010805.1	3481669	1620392	Spongiibacter sp. IMCC21906
GCA_001010945.1	2887216	1581420	Erythrobacter luteus
GCA_001011035.1	8039333	444103	Streptomyces sp. CNQ-509
GCA_001011155.1	5119813	1620421	Hoeflea sp. IMCC20628
GCA_001012815.1	4811405	1004326	Vibrio mexicanus
GCA_001012825.2	6634505	1306852	Paenibacillus etheri
GCA_001013905.1	8122491	1437453	Streptomyces leeuwenhoekii
GCA_001014615.1	6052475	1120658	Mesorhizobium sp. LC103
GCA_001014645.1	3945173	1547516	Luteimonas sp. FCS-9
GCA_001015055.1	5693818	1443435	Aneurinibacillus tyrosinisolvens
GCA_001017175.1	6472445	1225564	Microvirga vignae
GCA_001017435.1	6476147	413882	[Polyangium] brachysporum
GCA_001017655.1	2949723	1307763	Kiritimatiella glycovorans
GCA_001020565.1	4050606	1197874	Maribacter thermophilus
GCA_001020585.1	4665268	251747	Chromobacterium subtsugae
GCA_001020955.1	2969361	106634	Thioalkalivibrio versutus
GCA_001020985.1	3474226	571915	Corynebacterium mustelae
GCA_001021025.1	2692072	1050174	Corynebacterium epidermidicanis
GCA_001021045.1	2721226	136857	Corynebacterium testudinoris
GCA_001021065.1	2419437	1072256	Corynebacterium uterequi
GCA_001021085.1	1192232	34020	Candidatus Liberibacter africanus
GCA_001021165.1	2274557	1428449	Marinitoga sp. 1197
GCA_001021385.1	6177406	1545728	Mycobacterium sp. EPa45
GCA_001021495.1	6539988	244292	Mycobacterium nebraskense
GCA_001021505.1	5109749	512402	Mycobacterium heraklionense
GCA_001021555.1	2835898	874156	Erythrobacter marinus
GCA_001021715.1	3074987	1641401	Dermacoccus sp. PE3
GCA_001021935.1	4561137	343	Xanthomonas translucens
GCA_001021975.1	4633632	1324352	Chryseobacterium gallinarum
GCA_001022135.1	6166452	61648	Kluyvera intermedia
GCA_001022195.1	7227285	571	Klebsiella oxytoca
GCA_001023575.1	2461858	1650658	Actinobacteria bacterium IMCC26256
GCA_001025035.1	3316799	1641811	Actinobacteria bacterium IMCC26207
GCA_001025155.1	2021974	1683	Bifidobacterium angulatum
GCA_001025175.1	2269415	1685	Bifidobacterium breve
GCA_001026905.1	4475311	1489064	Kiloniella spongiae
GCA_001026985.1	4094629	82985	Pragia fontium
GCA_001027025.1	2169170	1330330	Kosmotoga pacifica
GCA_001027285.1	12489432	48	Archangium gephyra
GCA_001027545.1	1588979	1408281	Endomicrobium proavitum
GCA_001027865.1	2397977	1470200	Neisseria arctica
GCA_001027925.1	7433200	595434	Rhodopirellula islandica
GCA_001027945.1	3419821	104268	Tenacibaculum mesophilum
GCA_001028025.1	5014239	290055	Faecalicatena fissicatena
GCA_001028625.1	2885033	543877	Altererythrobacter marensis
GCA_001028645.1	2503265	29388	Staphylococcus capitis
GCA_001028705.1	3863562	1348774	Croceicoccus naphthovorans
GCA_001029265.1	1365714	315358	Spiroplasma eriocheiris
GCA_001029285.1	4637866	476652	Desulfosporosinus acididurans
GCA_001029295.1	5306296	999898	Peptococcaceae bacterium CEB3
GCA_001029445.1	5078735	1195763	Photobacterium aquae
GCA_001029455.1	5536932	320778	Photobacterium ganghwense
GCA_001029505.1	3187461	909625	Rubrobacter aplysinae
GCA_001037925.1	3540164	1526735	Vogesella sp. EB
GCA_001037965.1	5802366	1665556	Bacillus sp. LL01
GCA_001038205.1	2457363	67855	Muribacter muris
GCA_001038425.2	3389443	694055	Ornithinibacillus contaminans
GCA_001038485.1	3979837	161536	Ornithinibacillus californiensis
GCA_001038505.1	5563485	1618204	Puniceibacterium sp. IMCC21224
GCA_001038625.1	5752782	217159	Clostridium carboxidivorans
GCA_001039045.1	2899876	1670446	Lactobacillus herbarum
GCA_001039265.1	2339812	1662190	Synechococcus sp. GFB01
GCA_001039475.1	4256776	157733	Anaerobacillus macyae
GCA_001039575.1	3804553	1471202	Halomonas sp. PR-M31
GCA_001040865.1	3765436	1672219	Cellulomonas sp. A375-1
GCA_001040945.1	5509723	964	Herbaspirillum seropedicae
GCA_001042405.1	1704859	1600	Lactobacillus acetotolerans
GCA_001042595.1	2635669	1689	Bifidobacterium dentium
GCA_001042635.1	3158347	158787	Bifidobacterium scardovii
GCA_001042675.1	1890857	78258	Parascardovia denticolens
GCA_001042695.1	1797862	78259	Scardovia inopinata
GCA_001042715.1	4207037	84022	Clostridium aceticum
GCA_001043175.1	3998597	330734	Marinobacter psychrophilus
GCA_001043915.1	7425331	270351	Methylobacterium aquaticum
GCA_001044175.1	2322762	1724	Corynebacterium renale
GCA_001044235.1	7379520	37916	Mycobacterium chlorophenolicum
GCA_001044245.1	5710643	1807	Mycobacterium obuense
GCA_001044335.1	1352914	1623448	Methylophilales bacterium MBRSF5
GCA_001044395.1	4721438	1450524	Caenimonas sp. SL110
GCA_001045435.1	3154203	1304281	Chryseobacterium koreense CCUG 49689
GCA_001045465.1	5202773	558151	Chryseobacterium angstadtii
GCA_001045555.1	4453613	1658765	Marinobacter subterrani
GCA_001045675.1	3236325	1122219	Megasphaera cerevisiae DSM 20462
GCA_001046635.1	5313474	1114963	Novosphingobium barchaimii LL02
GCA_001046855.1	5162321	1194083	Tetrasphaera japonica T1-X7
GCA_001046875.1	3809986	1193518	Tetrasphaera jenkinsii Ben 74
GCA_001046955.1	5252390	42444	Marinovum algicola
GCA_001046995.1	2789591	147467	Staphylococcus sciuri subsp. sciuri
GCA_001047115.1	1411864	220714	Fructobacillus pseudoficulneus
GCA_001047375.1	2735032	1121307	Clostridium cylindrosporum DSM 605
GCA_001049335.1	5350059	1109412	Brenneria goodwinii
GCA_001049355.1	6019325	1791	Mycobacterium aurum
GCA_001049735.1	2888349	282199	Nereida ignava
GCA_001049895.1	2843796	1631346	Rubeoparvulum massiliense
GCA_001050095.1	2712841	1640685	Enterococcus massiliensis
GCA_001050115.1	3381292	1479	Bacillus smithii
GCA_001050305.1	3453086	1497681	Listeria newyorkensis
GCA_001050375.1	4549503	1513271	Catenovulum maritimum
GCA_001050435.1	3006812	637971	Lactobacillus koreensis
GCA_001050475.1	2590556	1007676	Lactobacillus ginsenosidimutans
GCA_001050535.1	4264973	1193182	Tetrasphaera australiensis Ben110
GCA_001051235.2	4084870	1400863	Candidatus Competibacter denitrificans Run_A_D11
GCA_001051995.2	4171754	1134435	Thauera humireducens
GCA_001054195.1	2355597	169292	Corynebacterium aurimucosum
GCA_001054945.1	2183634	108486	Corynebacterium falsenii
GCA_001056295.1	3154822	225326	Corynebacterium halotolerans
GCA_001057055.1	2354316	1711	Cellulomonas flavigena
GCA_001063195.1	2653159	1575	Leifsonia xyli
GCA_001070855.1	1923996	1661	Trueperella pyogenes
GCA_001074355.1	2419582	29385	Staphylococcus saprophyticus
GCA_001077715.1	1733840	1592897	Coxiella-like endosymbiont
GCA_001077815.2	3226359	1648404	Erythrobacter atlanticus
GCA_001077885.1	5523519	680026	Photobacterium swingsii
GCA_001078055.1	4820793	1379910	Rufibacter sp. DG31D
GCA_001078275.1	4912977	103855	Bordetella hinzii
GCA_001078595.1	5037502	1675527	Candidatus Rhodobacter lobularis
GCA_001083795.1	8064387	1580539	Streptomyces sp. SBT349
GCA_001122605.1	4215864	29483	Yersinia aldovae
GCA_001182045.1	2476884	1506471	Dakarella massiliensis
GCA_001182745.2	6459780	37329	Nocardia farcinica
GCA_001182825.2	1548621	1676616	Streptococcus sp. X13SY08
GCA_001182895.1	4191200	1664276	Dyella-like sp. DHo
GCA_001183565.1	2358658	1657	Actinobaculum suis
GCA_001183965.1	4154233	1679169	Bacillus sp. FJAT-27916
GCA_001184205.1	5114044	1348163	Desulfocarbo indianensis
GCA_001185205.1	4594249	1643450	Devosia sp. H5989
GCA_001187435.1	7055077	1678637	Streptomyces caatingaensis
GCA_001187555.1	3746057	863921	Gilvimarinus polysaccharolyticus
GCA_001187595.1	2803668	198467	Anoxybacillus gonensis
GCA_001187615.1	2453828	414750	Thermoactinomyces sp. CDF
GCA_001187785.1	3675202	1579979	Wenzhouxiangella marina
GCA_001187845.1	3264628	1458307	Octadecabacter temperatus
GCA_001187865.1	4256263	1681196	Klebsiella sp. RIT-PI-d
GCA_001188365.1	5645302	665792	Paenibacillus sp. D9
GCA_001188915.1	2582931	1295	Staphylococcus schleiferi
GCA_001189295.1	11388132	52	Chondromyces crocatus
GCA_001189415.1	345965	198422	Candidatus Phytoplasma phoenicium
GCA_001189495.1	1739380	143393	[Eubacterium] sulci
GCA_001189535.1	3525271	1658671	Arsenicicoccus sp. oral taxon 190
GCA_001189575.1	4759248	1473	Virgibacillus pantothenticus
GCA_001189915.1	6009835	180195	Herbaspirillum autotrophicum
GCA_001189955.1	5297014	211589	Herbaspirillum chlorophenolicum
GCA_001189965.1	5266109	346179	Herbaspirillum rhizosphaerae
GCA_001190015.1	2843741	1074049	Candidatus Burkholderia crenata
GCA_001190745.1	2281652	824	Campylobacter gracilis
GCA_001190755.1	1641887	827	Campylobacter ureolyticus
GCA_001190785.1	3397304	1503	[Clostridium] purinilyticum
GCA_001190945.1	5420910	571913	Luteipulveratus mongoliensis
GCA_001191005.1	6361416	1678028	Massilia sp. NR 4-1
GCA_001202015.1	3881015	1077947	Pseudorhodobacter antarcticus
GCA_001202025.1	3818437	687412	Pseudorhodobacter aquimaris
GCA_001202035.1	3887441	1120568	Pseudorhodobacter wandonensis
GCA_001205715.1	4342642	1317121	Aestuariivita atlantica
GCA_001235865.1	3094736	1306953	Erythrobacter citreus LAMA 915
GCA_001243045.1	2542842	1622073	Clostridium sp. mt5
GCA_001243895.1	3987368	1622072	Bacillus testis
GCA_001244495.1	3453778	1650661	Clostridium phoceensis
GCA_001244545.1	3594189	1658109	Candidatus Stoquefichus sp. SB1
GCA_001244995.1	3105129	1673721	Intestinimonas massiliensis
GCA_001247715.1	3749125	74031	Roseovarius tolerans
GCA_001247745.1	4464286	1631356	Luteipulveratus halotolerans
